! FILETYPE CSV
! VERSION 1.0,1
! TIMESTAMP Saturday, 22 July 2034 15:00:27
! TIMEZONE (GMT+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna
! NAME Agilent Technologies
! MODEL N9912A
! SERIAL MY51465031
! FIRMWARE_VERSION A.07.52
! GPS_LATITUDE 
! GPS_LONGITUDE 
! GPS_TIMESTAMP 0001-01-01 00:00:00Z
! GPS_SECS_SINCE_LAST_READ 0
! CHECKSUM 1795413382
! CORRECTION1 ON U
! DATA Freq,S11
! FREQ UNIT Hz
! XDATA UNIT Real
! YDATA UNIT Imaginary
BEGIN
1090000000,-0.5323113091934,-0.802160769917839
1090010000,-0.532169959088147,-0.802571462338626
1090020000,-0.531901707350804,-0.801792676516293
1090030000,-0.532614779606759,-0.802142786599728
1090040000,-0.533153177399234,-0.801941362910361
1090050000,-0.532337760024216,-0.801352507915903
1090060000,-0.533159950315953,-0.803177189129274
1090070000,-0.533801074694139,-0.801051372193404
1090080000,-0.532777500084076,-0.801972270745718
1090090000,-0.532627145859575,-0.800977021786998
1090100000,-0.533515633893511,-0.802011163690965
1090110000,-0.534172155019763,-0.801849637797357
1090120000,-0.533963206003272,-0.800857537124901
1090130000,-0.534027311035852,-0.800572318673883
1090140000,-0.533806102771714,-0.801055535522893
1090150000,-0.534496720257681,-0.801501138544819
1090160000,-0.533083919217407,-0.80043696750068
1090170000,-0.534346600911049,-0.800539166260621
1090180000,-0.534480053491707,-0.800400201090152
1090190000,-0.534170512827582,-0.800464423666155
1090200000,-0.534479079801828,-0.800481882869868
1090210000,-0.535356883110552,-0.800039605065958
1090220000,-0.534353446789202,-0.800179427193679
1090230000,-0.535305651311947,-0.800345396171525
1090240000,-0.534983630611316,-0.799924138829176
1090250000,-0.534534417909502,-0.800128777542913
1090260000,-0.536149695867732,-0.799401764609577
1090270000,-0.535807012731257,-0.799808308894398
1090280000,-0.536199257342512,-0.798888215525995
1090290000,-0.536042208649706,-0.799673702980348
1090300000,-0.536338345497356,-0.799500548073125
1090310000,-0.536334827380384,-0.79885962029174
1090320000,-0.536013974554891,-0.799067594826129
1090330000,-0.536521504537042,-0.798650559760814
1090340000,-0.537398255842582,-0.799580418288686
1090350000,-0.536922154554595,-0.799070337556373
1090360000,-0.537195867870173,-0.798513083879927
1090370000,-0.537017507975767,-0.799466224241992
1090380000,-0.537360490378818,-0.79837792818794
1090390000,-0.537479151934549,-0.79895468715866
1090400000,-0.537950969963995,-0.798488420980423
1090410000,-0.537995651245762,-0.797915855164868
1090420000,-0.537507005355269,-0.797707005491319
1090430000,-0.537984845449285,-0.797903864131769
1090440000,-0.53866397726682,-0.797120088664797
1090450000,-0.538722690358653,-0.797684299837366
1090460000,-0.538498752036955,-0.797330484610871
1090470000,-0.537989331300665,-0.7973466052388
1090480000,-0.53848698509673,-0.796915412038264
1090490000,-0.538171411056443,-0.796896714223899
1090500000,-0.539375685419752,-0.797180155475919
1090510000,-0.539009683088601,-0.797131480528031
1090520000,-0.539147621744878,-0.796681824700437
1090530000,-0.539581280580161,-0.797039114388097
1090540000,-0.539448517685045,-0.796584162706918
1090550000,-0.539831005397625,-0.797291450876863
1090560000,-0.54034777989875,-0.796984204979505
1090570000,-0.540072899985862,-0.79659439540799
1090580000,-0.539626776465249,-0.795706487334597
1090590000,-0.540606175820478,-0.796670855822324
1090600000,-0.541010575343549,-0.795725911298696
1090610000,-0.540982780027356,-0.796162409499237
1090620000,-0.540787792486267,-0.7961119660106
1090630000,-0.540808984998486,-0.795365681276197
1090640000,-0.541264491896902,-0.796029170262289
1090650000,-0.541439167448767,-0.794971393413594
1090660000,-0.541374224294648,-0.795262536996256
1090670000,-0.541506669489252,-0.796166014029337
1090680000,-0.541096141433817,-0.795182840625434
1090690000,-0.540774501569148,-0.794839009321402
1090700000,-0.541827407102278,-0.794881418665486
1090710000,-0.542460346317206,-0.794388141170878
1090720000,-0.541314476089821,-0.794377691208776
1090730000,-0.541497490752395,-0.793675545891792
1090740000,-0.541566841632438,-0.793511521420674
1090750000,-0.542522437273368,-0.794162910937724
1090760000,-0.542741431853956,-0.793738454108946
1090770000,-0.542692674863797,-0.793749002255758
1090780000,-0.542489002659417,-0.793623122990115
1090790000,-0.5427531194425,-0.794258963946725
1090800000,-0.542436213867509,-0.794386012097708
1090810000,-0.542822442929687,-0.794464427198649
1090820000,-0.54305435926623,-0.793103641802413
1090830000,-0.543726994116296,-0.793798391753402
1090840000,-0.544395564301578,-0.793102317555618
1090850000,-0.544235905681956,-0.79379532026068
1090860000,-0.544111225699511,-0.793427044135609
1090870000,-0.544517532560037,-0.793107325477907
1090880000,-0.543644122211587,-0.792664760076681
1090890000,-0.54405977515133,-0.79257887782577
1090900000,-0.544087768110807,-0.791951954890359
1090910000,-0.543886997622834,-0.793009206261405
1090920000,-0.544875442562192,-0.792645595818808
1090930000,-0.544852327759821,-0.792441789267478
1090940000,-0.54497018751959,-0.791779518348422
1090950000,-0.544597171946151,-0.791261146098246
1090960000,-0.545296042190815,-0.791488846215847
1090970000,-0.545194795425547,-0.792002377979909
1090980000,-0.545790351130803,-0.791220717667081
1090990000,-0.545727916687641,-0.790808382383798
1091000000,-0.545978793688149,-0.791364553673174
1091010000,-0.545357713667956,-0.791781570485016
1091020000,-0.546626769833201,-0.791330148454561
1091030000,-0.546781374096451,-0.791590214880595
1091040000,-0.545832904763258,-0.791198529941996
1091050000,-0.547223693499364,-0.789677523231025
1091060000,-0.545784605358905,-0.790478178894393
1091070000,-0.546472547028045,-0.790808877023873
